Week,Airports,Class,Passengers
1991-05-27,MEL-PER,First,146.0
1991-06-03,MEL-PER,First,104.0
1991-06-10,MEL-PER,First,119.0
1991-06-17,MEL-PER,First,158.0
1991-06-24,MEL-PER,First,148.0
1991-07-01,MEL-PER,First,116.0
1991-07-08,MEL-PER,First,116.0
1991-07-15,MEL-PER,First,138.0
1991-07-22,MEL-PER,First,127.0
1991-07-29,MEL-PER,First,159.0
1991-08-05,MEL-PER,First,158.0
1991-08-12,MEL-PER,First,131.0
1991-08-19,MEL-PER,First,160.0
1991-08-26,MEL-PER,First,141.0
1991-09-02,MEL-PER,First,162.0
1991-09-09,MEL-PER,First,178.0
1991-09-16,MEL-PER,First,187.0
1991-09-23,MEL-PER,First,162.0
1991-09-30,MEL-PER,First,153.0
1991-10-07,MEL-PER,First,163.0
1991-10-14,MEL-PER,First,166.0
1991-10-21,MEL-PER,First,171.0
1991-10-28,MEL-PER,First,152.0
1991-11-04,MEL-PER,First,181.0
1991-11-11,MEL-PER,First,183.0
1991-11-18,MEL-PER,First,201.0
1991-11-25,MEL-PER,First,156.0
1991-12-02,MEL-PER,First,176.0
1991-12-09,MEL-PER,First,198.0
1991-12-16,MEL-PER,First,73.0
1991-12-23,MEL-PER,First,95.0
1991-12-30,MEL-PER,First,124.0
1992-01-06,MEL-PER,First,186.0
1992-01-13,MEL-PER,First,144.0
1992-01-20,MEL-PER,First,105.0
1992-01-27,MEL-PER,First,263.0
1992-02-03,MEL-PER,First,302.0
1992-02-10,MEL-PER,First,306.0
1992-02-17,MEL-PER,First,379.0
1992-02-24,MEL-PER,First,344.0
1992-03-02,MEL-PER,First,341.0
1992-03-09,MEL-PER,First,323.0
1992-03-16,MEL-PER,First,473.0
1992-03-23,MEL-PER,First,437.0
1992-03-30,MEL-PER,First,481.0
1992-04-06,MEL-PER,First,303.0
1992-04-13,MEL-PER,First,265.0
1992-04-20,MEL-PER,First,464.0
1992-04-27,MEL-PER,First,366.0
1992-05-04,MEL-PER,First,354.0
1992-05-11,MEL-PER,First,341.0
1992-05-18,MEL-PER,First,357.0
1992-05-25,MEL-PER,First,280.0
1992-06-01,MEL-PER,First,308.0
1992-06-08,MEL-PER,First,235.0
1992-06-15,MEL-PER,First,282.0
1992-06-22,MEL-PER,First,273.0
1992-06-29,MEL-PER,First,244.0
1992-07-06,MEL-PER,First,231.0
1992-07-13,MEL-PER,First,256.0
1992-07-20,MEL-PER,First,217.0
1992-07-27,MEL-PER,First,207.0
1992-08-03,MEL-PER,First,218.0
1992-08-10,MEL-PER,First,241.0
1992-08-17,MEL-PER,First,290.0
1992-08-24,MEL-PER,First,273.0
1992-08-31,MEL-PER,First,270.0
1992-09-07,MEL-PER,First,270.0
1992-09-14,MEL-PER,First,317.0
1992-09-21,MEL-PER,First,257.0
1992-09-28,MEL-PER,First,243.0
1992-10-05,MEL-PER,First,242.0
1992-10-12,MEL-PER,First,274.0
1992-10-19,MEL-PER,First,278.0
1992-10-26,MEL-PER,First,266.0
1992-11-02,MEL-PER,First,197.0
1992-11-09,MEL-PER,First,252.0
1992-11-16,MEL-PER,First,292.0
1989-07-10,MEL-SYD,Business,1524.0
1989-07-17,MEL-SYD,Business,2212.0
1989-07-24,MEL-SYD,Business,1777.0
1989-07-31,MEL-SYD,Business,2552.0
1989-08-07,MEL-SYD,Business,1889.0
1989-08-14,MEL-SYD,Business,851.0
1989-08-21,MEL-SYD,Business,0.0
1989-08-28,MEL-SYD,Business,0.0
1989-09-04,MEL-SYD,Business,0.0
1989-09-11,MEL-SYD,Business,0.0
1989-09-18,MEL-SYD,Business,0.0
1989-09-25,MEL-SYD,Business,0.0
1989-10-02,MEL-SYD,Business,0.0
1989-10-09,MEL-SYD,Business,618.0
1989-10-16,MEL-SYD,Business,565.0
1989-10-23,MEL-SYD,Business,414.0
1989-10-30,MEL-SYD,Business,543.0
1989-11-06,MEL-SYD,Business,712.0
1989-11-13,MEL-SYD,Business,652.0
1989-11-20,MEL-SYD,Business,709.0
1989-11-27,MEL-SYD,Business,793.0
1989-12-04,MEL-SYD,Business,838.0
1989-12-11,MEL-SYD,Business,763.0
1989-12-18,MEL-SYD,Business,266.0
1989-12-25,MEL-SYD,Business,362.0
1990-01-01,MEL-SYD,Business,665.0
1990-01-08,MEL-SYD,Business,957.0
1990-01-15,MEL-SYD,Business,1145.0
1990-01-22,MEL-SYD,Business,1312.0
1990-01-29,MEL-SYD,Business,1689.0
1990-02-05,MEL-SYD,Business,1762.0
1990-02-12,MEL-SYD,Business,2160.0
1990-02-19,MEL-SYD,Business,1877.0
1990-02-26,MEL-SYD,Business,2048.0
1990-03-05,MEL-SYD,Business,1824.0
1990-03-12,MEL-SYD,Business,1986.0
1990-03-19,MEL-SYD,Business,2032.0
1990-03-26,MEL-SYD,Business,1956.0
1990-04-02,MEL-SYD,Business,1503.0
1990-04-09,MEL-SYD,Business,1256.0
1990-04-16,MEL-SYD,Business,1752.0
1990-04-23,MEL-SYD,Business,1878.0
1990-04-30,MEL-SYD,Business,1945.0
1990-05-07,MEL-SYD,Business,1735.0
1990-05-14,MEL-SYD,Business,1825.0
1990-05-21,MEL-SYD,Business,1715.0
1990-05-28,MEL-SYD,Business,1594.0
1990-06-04,MEL-SYD,Business,1377.0
1990-06-11,MEL-SYD,Business,1686.0
1990-06-18,MEL-SYD,Business,1560.0
1990-06-25,MEL-SYD,Business,1692.0
1990-07-02,MEL-SYD,Business,1597.0
1990-07-09,MEL-SYD,Business,1729.0
1990-07-16,MEL-SYD,Business,1733.0
1990-07-23,MEL-SYD,Business,1813.0
1990-07-30,MEL-SYD,Business,1725.0
1990-08-06,MEL-SYD,Business,1909.0
1990-08-13,MEL-SYD,Business,1765.0
1990-08-20,MEL-SYD,Business,1781.0
1990-08-27,MEL-SYD,Business,1717.0
1990-09-03,MEL-SYD,Business,1884.0
1990-09-10,MEL-SYD,Business,1881.0
1990-09-17,MEL-SYD,Business,1433.0
1990-09-24,MEL-SYD,Business,1534.0
1990-10-01,MEL-SYD,Business,1926.0
1990-10-08,MEL-SYD,Business,1870.0
1990-10-15,MEL-SYD,Business,1942.0
1990-10-22,MEL-SYD,Business,2222.0
1990-10-29,MEL-SYD,Business,1909.0
1990-11-05,MEL-SYD,Business,2089.0
1990-11-12,MEL-SYD,Business,2026.0
1990-11-19,MEL-SYD,Business,2009.0
1990-11-26,MEL-SYD,Business,2034.0
1990-12-03,MEL-SYD,Business,2085.0
1990-12-10,MEL-SYD,Business,1330.0
1990-12-17,MEL-SYD,Business,318.0
1990-12-24,MEL-SYD,Business,522.0
1990-12-31,MEL-SYD,Business,824.0
1991-01-07,MEL-SYD,Business,1113.0
1991-01-14,MEL-SYD,Business,1285.0
1991-01-21,MEL-SYD,Business,1107.0
1991-01-28,MEL-SYD,Business,1591.0
1991-02-04,MEL-SYD,Business,1726.0
1991-02-11,MEL-SYD,Business,1758.0
1991-02-18,MEL-SYD,Business,1883.0
1991-02-25,MEL-SYD,Business,2089.0
1991-03-04,MEL-SYD,Business,2198.0
1991-03-11,MEL-SYD,Business,2449.0
1991-03-18,MEL-SYD,Business,1739.0
1991-03-25,MEL-SYD,Business,1480.0
1991-04-01,MEL-SYD,Business,2152.0
1991-04-08,MEL-SYD,Business,2258.0
1991-04-15,MEL-SYD,Business,1776.0
1991-04-22,MEL-SYD,Business,2355.0
1991-04-29,MEL-SYD,Business,2140.0
1991-05-06,MEL-SYD,Business,1988.0
1991-05-13,MEL-SYD,Business,2083.0
1991-05-20,MEL-SYD,Business,2115.0
1991-05-27,MEL-SYD,Business,1884.0
1991-06-03,MEL-SYD,Business,1797.0
1991-06-10,MEL-SYD,Business,1944.0
1991-06-17,MEL-SYD,Business,2001.0
1991-06-24,MEL-SYD,Business,1668.0
1991-07-01,MEL-SYD,Business,1527.0
1991-07-08,MEL-SYD,Business,1477.0
1991-07-15,MEL-SYD,Business,1949.0
1991-07-22,MEL-SYD,Business,1914.0
1991-07-29,MEL-SYD,Business,1632.0
1991-08-05,MEL-SYD,Business,1796.0
1991-08-12,MEL-SYD,Business,1696.0
1991-08-19,MEL-SYD,Business,1718.0
1991-08-26,MEL-SYD,Business,1442.0
1991-09-02,MEL-SYD,Business,1713.0
1991-09-09,MEL-SYD,Business,1796.0
1991-09-16,MEL-SYD,Business,1860.0
1991-09-23,MEL-SYD,Business,1554.0
1991-09-30,MEL-SYD,Business,1623.0
1991-10-07,MEL-SYD,Business,1641.0
1991-10-14,MEL-SYD,Business,1818.0
1991-10-21,MEL-SYD,Business,1969.0
1991-10-28,MEL-SYD,Business,1886.0
1991-11-04,MEL-SYD,Business,2030.0
1991-11-11,MEL-SYD,Business,1883.0
1991-11-18,MEL-SYD,Business,1871.0
1991-11-25,MEL-SYD,Business,1910.0
1991-12-02,MEL-SYD,Business,1921.0
1991-12-09,MEL-SYD,Business,1672.0
1991-12-16,MEL-SYD,Business,386.0
1991-12-23,MEL-SYD,Business,446.0
1991-12-30,MEL-SYD,Business,819.0
1992-01-06,MEL-SYD,Business,1238.0
1992-01-13,MEL-SYD,Business,1761.0
1992-01-20,MEL-SYD,Business,1650.0
1992-01-27,MEL-SYD,Business,2031.0
1992-02-03,MEL-SYD,Business,2064.0
1992-02-10,MEL-SYD,Business,2418.0
1992-02-17,MEL-SYD,Business,2171.0
1992-02-24,MEL-SYD,Business,2362.0
1992-03-02,MEL-SYD,Business,2328.0
1992-03-09,MEL-SYD,Business,2336.0
1992-03-16,MEL-SYD,Business,10301.0
1992-03-23,MEL-SYD,Business,9964.0
1992-03-30,MEL-SYD,Business,10433.0
1992-04-06,MEL-SYD,Business,8281.0
1992-04-13,MEL-SYD,Business,6128.0
1992-04-20,MEL-SYD,Business,9709.0
1992-04-27,MEL-SYD,Business,8828.0
1992-05-04,MEL-SYD,Business,8078.0
1992-05-11,MEL-SYD,Business,7527.0
1992-05-18,MEL-SYD,Business,7486.0
1992-05-25,MEL-SYD,Business,6711.0
1992-06-01,MEL-SYD,Business,5930.0
1992-06-08,MEL-SYD,Business,5462.0
1992-06-15,MEL-SYD,Business,3710.0
1992-06-22,MEL-SYD,Business,2894.0
1992-06-29,MEL-SYD,Business,3008.0
1992-07-06,MEL-SYD,Business,2829.0
1992-07-13,MEL-SYD,Business,3252.0
1992-07-20,MEL-SYD,Business,3021.0
1992-07-27,MEL-SYD,Business,2667.0
1992-08-03,MEL-SYD,Business,2740.0
1992-08-10,MEL-SYD,Business,2807.0
1992-08-17,MEL-SYD,Business,2961.0
1992-08-24,MEL-SYD,Business,2570.0
1992-08-31,MEL-SYD,Business,2671.0
1992-09-07,MEL-SYD,Business,2809.0
1992-09-14,MEL-SYD,Business,2712.0
1992-09-21,MEL-SYD,Business,2606.0
1992-09-28,MEL-SYD,Business,2500.0
1992-10-05,MEL-SYD,Business,2898.0
1992-10-12,MEL-SYD,Business,3152.0
1992-10-19,MEL-SYD,Business,3053.0
1992-10-26,MEL-SYD,Business,2745.0
1992-11-02,MEL-SYD,Business,3156.0
1992-11-09,MEL-SYD,Business,3069.0
1992-11-16,MEL-SYD,Business,3379.0
1987-06-22,MEL-SYD,Economy,20167.0
1987-06-29,MEL-SYD,Economy,20161.0
1987-07-06,MEL-SYD,Economy,19993.0
1987-07-13,MEL-SYD,Economy,20986.0
1987-07-20,MEL-SYD,Economy,20497.0
1987-07-27,MEL-SYD,Economy,20770.0
1987-08-03,MEL-SYD,Economy,21111.0
1987-08-10,MEL-SYD,Economy,20675.0
1987-08-17,MEL-SYD,Economy,22092.0
1987-08-24,MEL-SYD,Economy,20772.0
1987-08-31,MEL-SYD,Economy,21642.0
1987-09-07,MEL-SYD,Economy,21911.0
1987-09-21,MEL-SYD,Economy,23777.0
1987-09-28,MEL-SYD,Economy,22658.0
1987-10-05,MEL-SYD,Economy,23515.0
1987-10-12,MEL-SYD,Economy,21384.0
1987-10-19,MEL-SYD,Economy,24344.0
1987-10-26,MEL-SYD,Economy,21137.0
1987-11-02,MEL-SYD,Economy,23069.0
1987-11-09,MEL-SYD,Economy,23664.0
1987-11-16,MEL-SYD,Economy,23219.0
1987-11-23,MEL-SYD,Economy,23192.0
1987-11-30,MEL-SYD,Economy,23475.0
1987-12-07,MEL-SYD,Economy,22377.0
1987-12-14,MEL-SYD,Economy,16606.0
1987-12-21,MEL-SYD,Economy,13987.0
1987-12-28,MEL-SYD,Economy,16251.0
1988-01-04,MEL-SYD,Economy,18439.0
1988-01-11,MEL-SYD,Economy,20262.0
1988-01-18,MEL-SYD,Economy,19535.0
1988-01-25,MEL-SYD,Economy,22467.0
1988-02-01,MEL-SYD,Economy,24559.0
1988-02-08,MEL-SYD,Economy,24591.0
1988-02-15,MEL-SYD,Economy,24511.0
1988-02-22,MEL-SYD,Economy,24524.0
1988-02-29,MEL-SYD,Economy,23119.0
1988-03-07,MEL-SYD,Economy,23106.0
1988-03-14,MEL-SYD,Economy,23292.0
1988-03-21,MEL-SYD,Economy,21566.0
1988-03-28,MEL-SYD,Economy,18565.0
1988-04-04,MEL-SYD,Economy,24361.0
1988-04-11,MEL-SYD,Economy,22983.0
1988-04-18,MEL-SYD,Economy,21062.0
1988-04-25,MEL-SYD,Economy,21766.0
1988-05-02,MEL-SYD,Economy,22285.0
1988-05-09,MEL-SYD,Economy,22867.0
1988-05-16,MEL-SYD,Economy,23276.0
1988-05-23,MEL-SYD,Economy,20924.0
1988-05-30,MEL-SYD,Economy,21716.0
1988-06-06,MEL-SYD,Economy,20908.0
1988-06-13,MEL-SYD,Economy,21410.0
1988-06-20,MEL-SYD,Economy,21361.0
1988-06-27,MEL-SYD,Economy,22412.0
1988-07-04,MEL-SYD,Economy,21290.0
1988-07-11,MEL-SYD,Economy,22247.0
1988-07-18,MEL-SYD,Economy,22445.0
1988-07-25,MEL-SYD,Economy,21260.0
1988-08-01,MEL-SYD,Economy,22771.0
1988-08-08,MEL-SYD,Economy,23723.0
1988-08-15,MEL-SYD,Economy,23757.0
1988-08-22,MEL-SYD,Economy,23482.0
1988-08-29,MEL-SYD,Economy,23653.0
1988-09-05,MEL-SYD,Economy,26054.0
1988-09-12,MEL-SYD,Economy,25695.0
1988-09-19,MEL-SYD,Economy,26720.0
1988-09-26,MEL-SYD,Economy,15033.0
1988-10-03,MEL-SYD,Economy,22340.0
1988-10-10,MEL-SYD,Economy,19297.0
1988-10-17,MEL-SYD,Economy,23761.0
1988-10-24,MEL-SYD,Economy,22150.0
1988-10-31,MEL-SYD,Economy,22236.0
1988-11-07,MEL-SYD,Economy,23157.0
1988-11-14,MEL-SYD,Economy,24387.0
1988-11-21,MEL-SYD,Economy,23844.0
1988-11-28,MEL-SYD,Economy,23681.0
1988-12-05,MEL-SYD,Economy,24456.0
1988-12-12,MEL-SYD,Economy,19899.0
1988-12-19,MEL-SYD,Economy,13662.0
1988-12-26,MEL-SYD,Economy,15698.0
1989-01-02,MEL-SYD,Economy,18189.0
1989-01-09,MEL-SYD,Economy,19448.0
1989-01-16,MEL-SYD,Economy,20891.0
1989-01-23,MEL-SYD,Economy,22284.0
1989-01-30,MEL-SYD,Economy,23247.0
1989-02-06,MEL-SYD,Economy,24440.0
1989-02-13,MEL-SYD,Economy,22519.0
1989-02-20,MEL-SYD,Economy,22818.0
1989-02-27,MEL-SYD,Economy,23472.0
1989-03-06,MEL-SYD,Economy,24117.0
1989-03-13,MEL-SYD,Economy,24435.0
1989-03-20,MEL-SYD,Economy,20589.0
1989-03-27,MEL-SYD,Economy,23427.0
1989-04-03,MEL-SYD,Economy,20923.0
1989-04-10,MEL-SYD,Economy,22959.0
1989-04-17,MEL-SYD,Economy,19152.0
1989-04-24,MEL-SYD,Economy,22011.0
1989-05-01,MEL-SYD,Economy,20228.0
1989-05-08,MEL-SYD,Economy,21332.0
1989-05-15,MEL-SYD,Economy,20500.0
1989-05-22,MEL-SYD,Economy,19090.0
1989-05-29,MEL-SYD,Economy,21692.0
1989-06-05,MEL-SYD,Economy,20157.0
1989-06-12,MEL-SYD,Economy,22231.0
1989-06-19,MEL-SYD,Economy,20914.0
1989-06-26,MEL-SYD,Economy,21454.0
1989-07-03,MEL-SYD,Economy,21345.0
1989-07-10,MEL-SYD,Economy,19260.0
1989-07-17,MEL-SYD,Economy,18781.0
1989-07-24,MEL-SYD,Economy,17445.0
1989-07-31,MEL-SYD,Economy,19628.0
1989-08-07,MEL-SYD,Economy,17692.0
1989-08-14,MEL-SYD,Economy,7046.0
1989-08-21,MEL-SYD,Economy,0.0
1989-08-28,MEL-SYD,Economy,0.0
1989-09-04,MEL-SYD,Economy,0.0
1989-09-11,MEL-SYD,Economy,0.0
1989-09-18,MEL-SYD,Economy,0.0
1989-09-25,MEL-SYD,Economy,0.0
1989-10-02,MEL-SYD,Economy,0.0
1989-10-09,MEL-SYD,Economy,11569.0
1989-10-16,MEL-SYD,Economy,11973.0
1989-10-23,MEL-SYD,Economy,11123.0
1989-10-30,MEL-SYD,Economy,11479.0
1989-11-06,MEL-SYD,Economy,16969.0
1989-11-13,MEL-SYD,Economy,15997.0
1989-11-20,MEL-SYD,Economy,16555.0
1989-11-27,MEL-SYD,Economy,17959.0
1989-12-04,MEL-SYD,Economy,18868.0
1989-12-11,MEL-SYD,Economy,15400.0
1989-12-18,MEL-SYD,Economy,10544.0
1989-12-25,MEL-SYD,Economy,12755.0
1990-01-01,MEL-SYD,Economy,19020.0
1990-01-08,MEL-SYD,Economy,20077.0
1990-01-15,MEL-SYD,Economy,22124.0
1990-01-22,MEL-SYD,Economy,19920.0
1990-01-29,MEL-SYD,Economy,17215.0
1990-02-05,MEL-SYD,Economy,17662.0
1990-02-12,MEL-SYD,Economy,19828.0
1990-02-19,MEL-SYD,Economy,18754.0
1990-02-26,MEL-SYD,Economy,20390.0
1990-03-05,MEL-SYD,Economy,18383.0
1990-03-12,MEL-SYD,Economy,19377.0
1990-03-19,MEL-SYD,Economy,20133.0
1990-03-26,MEL-SYD,Economy,19210.0
1990-04-02,MEL-SYD,Economy,20736.0
1990-04-09,MEL-SYD,Economy,18821.0
1990-04-16,MEL-SYD,Economy,20952.0
1990-04-23,MEL-SYD,Economy,20565.0
1990-04-30,MEL-SYD,Economy,20311.0
1990-05-07,MEL-SYD,Economy,17859.0
1990-05-14,MEL-SYD,Economy,19385.0
1990-05-21,MEL-SYD,Economy,17962.0
1990-05-28,MEL-SYD,Economy,19569.0
1990-06-04,MEL-SYD,Economy,17894.0
1990-06-11,MEL-SYD,Economy,18114.0
1990-06-18,MEL-SYD,Economy,19170.0
1990-06-25,MEL-SYD,Economy,18713.0
1990-07-02,MEL-SYD,Economy,20520.0
1990-07-09,MEL-SYD,Economy,20345.0
1990-07-16,MEL-SYD,Economy,20015.0
1990-07-23,MEL-SYD,Economy,18027.0
1990-07-30,MEL-SYD,Economy,19697.0
1990-08-06,MEL-SYD,Economy,19897.0
1990-08-13,MEL-SYD,Economy,19213.0
1990-08-20,MEL-SYD,Economy,19773.0
1990-08-27,MEL-SYD,Economy,20128.0
1990-09-03,MEL-SYD,Economy,21181.0
1990-09-10,MEL-SYD,Economy,21933.0
1990-09-17,MEL-SYD,Economy,20049.0
1990-09-24,MEL-SYD,Economy,23358.0
1990-10-01,MEL-SYD,Economy,21120.0
1990-10-08,MEL-SYD,Economy,21970.0
1990-10-15,MEL-SYD,Economy,21411.0
1990-10-22,MEL-SYD,Economy,22569.0
1990-10-29,MEL-SYD,Economy,20849.0
1990-11-05,MEL-SYD,Economy,20658.0
1990-11-12,MEL-SYD,Economy,21192.0
1990-11-19,MEL-SYD,Economy,21502.0
1990-11-26,MEL-SYD,Economy,22152.0
1990-12-03,MEL-SYD,Economy,21904.0
1990-12-10,MEL-SYD,Economy,20634.0
1990-12-17,MEL-SYD,Economy,15535.0
1990-12-24,MEL-SYD,Economy,16690.0
1990-12-31,MEL-SYD,Economy,19150.0
1991-01-07,MEL-SYD,Economy,21128.0
1991-01-14,MEL-SYD,Economy,21136.0
1991-01-21,MEL-SYD,Economy,19693.0
1991-01-28,MEL-SYD,Economy,21576.0
1991-02-04,MEL-SYD,Economy,21449.0
1991-02-11,MEL-SYD,Economy,22298.0
1991-02-18,MEL-SYD,Economy,21056.0
1991-02-25,MEL-SYD,Economy,19014.0
1991-03-04,MEL-SYD,Economy,19511.0
1991-03-11,MEL-SYD,Economy,20162.0
1991-03-18,MEL-SYD,Economy,21158.0
1991-03-25,MEL-SYD,Economy,19059.0
1991-04-01,MEL-SYD,Economy,21972.0
1991-04-08,MEL-SYD,Economy,22877.0
1991-04-15,MEL-SYD,Economy,22190.0
1991-04-22,MEL-SYD,Economy,22533.0
1991-04-29,MEL-SYD,Economy,20682.0
1991-05-06,MEL-SYD,Economy,21788.0
1991-05-13,MEL-SYD,Economy,21299.0
1991-05-20,MEL-SYD,Economy,20663.0
1991-05-27,MEL-SYD,Economy,21948.0
1991-06-03,MEL-SYD,Economy,21009.0
1991-06-10,MEL-SYD,Economy,20443.0
1991-06-17,MEL-SYD,Economy,21418.0
1991-06-24,MEL-SYD,Economy,23273.0
1991-07-01,MEL-SYD,Economy,25763.0
1991-07-08,MEL-SYD,Economy,26045.0
1991-07-15,MEL-SYD,Economy,23831.0
1991-07-22,MEL-SYD,Economy,22742.0
1991-07-29,MEL-SYD,Economy,22962.0
1991-08-05,MEL-SYD,Economy,25253.0
1991-08-12,MEL-SYD,Economy,25239.0
1991-08-19,MEL-SYD,Economy,27387.0
1991-08-26,MEL-SYD,Economy,26824.0
1991-09-02,MEL-SYD,Economy,27294.0
1991-09-09,MEL-SYD,Economy,28935.0
1991-09-16,MEL-SYD,Economy,31642.0
1991-09-23,MEL-SYD,Economy,32468.0
1991-09-30,MEL-SYD,Economy,27673.0
1991-10-07,MEL-SYD,Economy,28890.0
1991-10-14,MEL-SYD,Economy,26465.0
1991-10-21,MEL-SYD,Economy,28296.0
1991-10-28,MEL-SYD,Economy,29274.0
1991-11-04,MEL-SYD,Economy,30686.0
1991-11-11,MEL-SYD,Economy,29786.0
1991-11-18,MEL-SYD,Economy,31155.0
1991-11-25,MEL-SYD,Economy,28459.0
1991-12-02,MEL-SYD,Economy,27195.0
1991-12-09,MEL-SYD,Economy,26274.0
1991-12-16,MEL-SYD,Economy,25204.0
1991-12-23,MEL-SYD,Economy,24434.0
1991-12-30,MEL-SYD,Economy,27323.0
1992-01-06,MEL-SYD,Economy,27303.0
1992-01-13,MEL-SYD,Economy,30334.0
1992-01-20,MEL-SYD,Economy,26833.0
1992-01-27,MEL-SYD,Economy,25811.0
1992-02-03,MEL-SYD,Economy,27238.0
1992-02-10,MEL-SYD,Economy,28788.0
1992-02-17,MEL-SYD,Economy,27263.0
1992-02-24,MEL-SYD,Economy,27217.0
1992-03-02,MEL-SYD,Economy,26410.0
1992-03-09,MEL-SYD,Economy,26118.0
1992-03-16,MEL-SYD,Economy,18642.0
1992-03-23,MEL-SYD,Economy,16518.0
1992-03-30,MEL-SYD,Economy,17276.0
1992-04-06,MEL-SYD,Economy,21662.0
1992-04-13,MEL-SYD,Economy,20473.0
1992-04-20,MEL-SYD,Economy,18336.0
1992-04-27,MEL-SYD,Economy,17018.0
1992-05-04,MEL-SYD,Economy,18111.0
1992-05-11,MEL-SYD,Economy,18410.0
1992-05-18,MEL-SYD,Economy,20541.0
1992-05-25,MEL-SYD,Economy,21408.0
1992-06-01,MEL-SYD,Economy,21545.0
1992-06-08,MEL-SYD,Economy,21732.0
1992-06-15,MEL-SYD,Economy,26173.0
1992-06-22,MEL-SYD,Economy,27432.0
1992-06-29,MEL-SYD,Economy,28362.0
1992-07-06,MEL-SYD,Economy,29827.0
1992-07-13,MEL-SYD,Economy,29870.0
1992-07-20,MEL-SYD,Economy,26534.0
1992-07-27,MEL-SYD,Economy,26434.0
1992-08-03,MEL-SYD,Economy,26137.0
1992-08-10,MEL-SYD,Economy,27365.0
1992-08-17,MEL-SYD,Economy,27910.0
1992-08-24,MEL-SYD,Economy,26311.0
1992-08-31,MEL-SYD,Economy,27538.0
1992-09-07,MEL-SYD,Economy,29445.0
1992-09-14,MEL-SYD,Economy,28326.0
1992-09-21,MEL-SYD,Economy,30203.0
1992-09-28,MEL-SYD,Economy,27838.0
1992-10-05,MEL-SYD,Economy,27760.0
1992-10-12,MEL-SYD,Economy,27322.0
1992-10-19,MEL-SYD,Economy,28837.0
1992-10-26,MEL-SYD,Economy,26548.0
1992-11-02,MEL-SYD,Economy,27279.0
1992-11-09,MEL-SYD,Economy,27306.0
1992-11-16,MEL-SYD,Economy,28299.0
1987-06-22,MEL-SYD,First,1912.0
1987-06-29,MEL-SYD,First,1848.0
1987-07-06,MEL-SYD,First,1856.0
1987-07-13,MEL-SYD,First,2142.0
1987-07-20,MEL-SYD,First,2118.0
1987-07-27,MEL-SYD,First,2048.0
1987-08-03,MEL-SYD,First,2111.0
1987-08-10,MEL-SYD,First,2199.0
1987-08-17,MEL-SYD,First,2231.0
1987-08-24,MEL-SYD,First,2081.0
1987-08-31,MEL-SYD,First,2213.0
1987-09-07,MEL-SYD,First,2131.0
1987-09-21,MEL-SYD,First,2131.0
1987-09-28,MEL-SYD,First,2034.0
1987-10-05,MEL-SYD,First,2190.0
1987-10-12,MEL-SYD,First,2262.0
1987-10-19,MEL-SYD,First,2579.0
1987-10-26,MEL-SYD,First,2367.0
1987-11-02,MEL-SYD,First,2432.0
1987-11-09,MEL-SYD,First,2640.0
1987-11-16,MEL-SYD,First,2614.0
1987-11-23,MEL-SYD,First,2569.0
1987-11-30,MEL-SYD,First,2523.0
1987-12-07,MEL-SYD,First,2260.0
1987-12-14,MEL-SYD,First,1117.0
1987-12-21,MEL-SYD,First,590.0
1987-12-28,MEL-SYD,First,966.0
1988-01-04,MEL-SYD,First,1235.0
1988-01-11,MEL-SYD,First,2001.0
1988-01-18,MEL-SYD,First,1696.0
1988-01-25,MEL-SYD,First,2089.0
1988-02-01,MEL-SYD,First,2716.0
1988-02-08,MEL-SYD,First,2483.0
1988-02-15,MEL-SYD,First,2461.0
1988-02-22,MEL-SYD,First,2533.0
1988-02-29,MEL-SYD,First,2273.0
1988-03-07,MEL-SYD,First,2273.0
1988-03-14,MEL-SYD,First,2370.0
1988-03-21,MEL-SYD,First,1782.0
1988-03-28,MEL-SYD,First,1385.0
1988-04-04,MEL-SYD,First,2322.0
1988-04-11,MEL-SYD,First,2340.0
1988-04-18,MEL-SYD,First,2203.0
1988-04-25,MEL-SYD,First,2300.0
1988-05-02,MEL-SYD,First,2125.0
1988-05-09,MEL-SYD,First,2345.0
1988-05-16,MEL-SYD,First,2224.0
1988-05-23,MEL-SYD,First,1952.0
1988-05-30,MEL-SYD,First,2212.0
1988-06-06,MEL-SYD,First,2028.0
1988-06-13,MEL-SYD,First,1906.0
1988-06-20,MEL-SYD,First,1834.0
1988-06-27,MEL-SYD,First,1797.0
1988-07-04,MEL-SYD,First,1869.0
1988-07-11,MEL-SYD,First,1886.0
1988-07-18,MEL-SYD,First,2131.0
1988-07-25,MEL-SYD,First,2021.0
1988-08-01,MEL-SYD,First,2199.0
1988-08-08,MEL-SYD,First,2140.0
1988-08-15,MEL-SYD,First,2190.0
1988-08-22,MEL-SYD,First,1917.0
1988-08-29,MEL-SYD,First,2096.0
1988-09-05,MEL-SYD,First,2254.0
1988-09-12,MEL-SYD,First,2251.0
1988-09-19,MEL-SYD,First,2072.0
1988-09-26,MEL-SYD,First,993.0
1988-10-03,MEL-SYD,First,1675.0
1988-10-10,MEL-SYD,First,1463.0
1988-10-17,MEL-SYD,First,2256.0
1988-10-24,MEL-SYD,First,2216.0
1988-10-31,MEL-SYD,First,2218.0
1988-11-07,MEL-SYD,First,2568.0
1988-11-14,MEL-SYD,First,2483.0
1988-11-21,MEL-SYD,First,2545.0
